"Sample","Easting","Northing","AppliedRate","ControlRate","Yield"
"221",982.247382624027,85.1230276309799,26419.22767757,26500,235.962511551701
"222",982.278628454093,82.7196699790712,26432.71719898,26000,237.069669628592
"223",982.295320191743,80.3237116981501,26057.70850383,26000,238.151166955053
"224",982.309438124956,77.9277957501271,26129.2029672967,26000,238.964854980161
"225",982.295762779028,75.5594637016227,25943.0475718633,26000,239.707319590529
"226",982.301510909334,73.1748957927401,25932.2559547433,26000,240.398230413253
"227",982.311054376062,70.793502945505,25924.1622418967,26000,240.750505127487
"228",982.314370589437,68.4464237200818,25988.9119446533,26000,240.417720425354
"229",982.337384278407,66.0313142521539,26216.88485645,25000,239.331469652462
"230",982.297972947545,63.6341558156963,25854.0167305733,25000,237.340560363111
"231",982.344863733802,61.199480477514,25845.9230177267,25000,234.65665089657
"232",982.395060175482,58.7680176770857,24513.1583026167,25333,231.462415150129
"233",982.429670244174,56.3295876728952,24652.10037312,25333,227.86675913232
"234",982.444946104031,53.9068533880192,24711.4542673167,25333,224.35518496498
"235",982.494442269617,51.4705487271119,24917.8439448567,25000,220.662796766383
"236",982.511486163122,49.0292966606764,25288.80578358,25000,217.003148373618
"237",982.552713496332,46.6411331686914,25187.6343730167,25000,213.263235705037
"238",982.628139923541,44.2874026156087,25430.4457583633,25000,209.282144731622
"239",982.634051241052,41.9347398604754,25244.2903629333,25000,204.917198430231
"240",982.6279872236,39.5790203911554,25162.00428234,25000,200.198098558053
"241",982.665687137264,37.209266031137,25207.86865513,25000,195.161800185834
"242",982.686000423765,34.8576769875936,25162.00428234,25000,190.174314367251
"243",982.703181008271,32.5242050414882,25207.86865513,25000,185.005224053297
"244",982.762163518308,30.1323332599215,25209.21760727,25000,180.491662041167
"245",982.758499802054,27.9675135980748,25186.2854208767,25000,177.591966980872
"246",982.765711334291,26.4947048606232,25666.512383,25000,175.836014906195
"251",992.126639446648,15.8278018742558,22359.691105046,25000,139.882556041641
"252",989.921579404667,15.5692433377913,24507.762494056,25000,143.856706520488
"253",987.756841423358,16.2675119217883,22915.5084398582,25000,149.025907993166
"254",985.066741398178,15.941656134101,22644.7369555945,25273,154.718812462326
"255",982.558972875959,15.7039328969426,24402.1763310345,25273,159.915335632335
"256",979.917842023583,15.6068743784382,25465.3958820082,25273,165.057120529374
"257",977.251545395811,15.5341836731997,24986.0273439745,25273,169.822114918218
"258",974.831093927086,15.5053314187654,23087.6837858282,25273,174.128056090806
"259",974.016994767431,16.2849448095867,22755.4736631533,25333,176.761693342301
"260",971.734545606178,16.2369017916986,23262.6796681,25333,180.278844552764
"261",968.512266559067,16.0992959017154,23114.2949326067,25333,184.244368099488
"262",965.421434069394,16.1866121364612,24769.45920937,25000,187.478390557175
"263",962.292421353847,16.0807346188305,25132.3273352433,25000,189.623187292166
"264",959.276399342239,15.6974730994221,25215.9623679733,25000,192.065310487015
"265",956.318931851665,15.4614420419759,25214.61341583,25000,193.184214471894
"266",953.03327402509,15.7630481061283,24954.26565266,25000,195.099105114523
"267",949.983783194866,15.8167888162218,25070.2755367667,25000,197.158574783827
"268",947.048767784348,15.8184369705057,25002.82792973,25000,198.806677085472
"269",943.688337705747,16.0377240957923,24990.68736046,25000,199.980374541072
"270",940.619605168551,16.2050298347991,24959.66146122,25000,199.910623339038
"271",937.501103520475,16.3015848648685,24978.5467911933,25000,199.041251321843
"272",934.434841028855,16.565897295126,25006.87478615,25000,197.540840721637
"273",931.292326605716,16.7235751674562,25037.9006853867,25000,195.752265632533
"274",928.331368195226,16.6775094687522,25077.0202974733,25000,193.588074528337
"275",925.186392323992,16.7017302943383,25058.1349675,25000,191.567907533221
"276",922.004147468803,16.7017633418934,25090.50981888,25000,189.616896239054
"277",918.899968610575,16.7366357815329,25064.8797282033,25000,187.872122758515
"278",916.1238886217,16.7688514061317,25077.02029747,25000,186.427443473609
"279",912.80180956714,16.8928724109985,25109.39514885,25000,184.682039251902
"280",909.789064322286,17.0057601080423,25317.1337785333,25333,183.026287932127
"281",906.55571798223,17.1246162227554,24893.56280632,25333,180.780942022317
"282",903.290431235203,17.25401139198,24900.3075670267,25333,178.350931743063
"283",900.079641098511,17.3120699044542,24896.2607106033,25333,175.567203528598
"284",896.875210311319,17.3276333541866,24919.192897,25333,172.941309410849
"285",893.636954262696,17.3630627486132,25025.7601161233,25333,169.885557282134
"286",890.597287252811,17.4339689196676,24955.6146048,25333,166.796769239442
"287",887.112422083591,17.5009747193968,25609.8563930867,25000,163.206870193764
"288",883.738137667134,17.5521571732939,25522.1745039367,25000,159.04886716819
"289",880.547403655952,17.6275367707128,25462.82060974,25000,154.464603852493
"290",877.241366640896,17.718047171324,25510.0339346667,25000,149.149474420267
"291",874.019044958257,17.7798154953998,25365.6960556033,25000,144.056034330401
"292",870.864814631082,17.8277804156717,25323.8785392367,25000,138.872979006418
"293",867.535928443232,17.8781386333102,25240.2435065067,25000,133.403445205821
"294",864.393885213286,17.9347710932601,25214.6134158333,25000,128.382191984292
"295",861.057045453421,17.9261158633209,25287.4568314367,25000,123.670612211636
"296",857.849957925079,17.9739421862738,25209.21760727,25000,119.653600315313
"297",854.685383423366,18.0220563391459,25152.5616173567,26000,116.087176375411
"298",851.449873048693,17.9870994427227,25268.57150147,26000,113.002153568829
"299",848.384624206889,18.0327421487518,25735.3089421833,26000,110.316890359506
"300",844.99808544654,18.1249517215663,25635.48648376,26000,107.553931613366
"301",841.768218137903,18.0945429082744,25573.4346852867,26000,105.260518128351
"302",838.400603447409,18.0949143384973,25647.62705303,26000,103.177525326693
"303",835.200837985414,18.1902724629394,25719.12151649,26000,101.082433424657
"304",831.797513929914,18.184933087384,25678.65295227,26000,99.356757443324
"305",827.767470255728,18.1975332570379,25367.0450077433,26000,98.1108519504492
"306",823.805653550374,18.245574924202,25284.7589271567,26000,97.1351858333374
"307",820.330961755955,18.3199734552346,25319.8316828167,26000,96.4546578778644
"308",816.174852730844,18.3281747452843,25458.77375332,26000,95.5350098187602
"309",812.202156051762,18.2588806840645,25389.9771941367,26000,94.7070202954845
"310",808.210482850806,18.2285373797047,25443.9352797667,26000,93.1268477727245
"311",804.290795999001,18.0658107755501,25422.3520455167,26000,91.5186400939811
"312",800.487168014682,18.0981975224916,25411.56042839,26000,90.5580367890326
"313",796.801897766675,18.4600515078896,25375.13872059,26000,88.4615015474398
"314",792.741925042185,19.6106358416194,25321.1806349567,26000,88.0224723286528
"315",789.264382415291,20.974942755708,25600.4137281,26000,88.8468856913085
"316",785.836251185611,22.3922601977055,25724.5173250567,26000,88.9765906861691
"317",782.363560334429,23.7729999492095,25854.0167305733,26000,88.6984001803743
"318",778.946308495678,25.6893516777574,25758.24112858,26000,88.3534664600431
"319",775.655919614724,27.563364173417,25601.7626802433,26000,88.0017530413795
"320",772.02871252904,29.1821588626318,25596.36687168,26000,88.6735474714007
"321",768.452945550862,30.541520851841,25751.4963678733,26000,93.0183212043022
"322",764.85534409906,31.8349423295483,25804.1055013633,26000,100.405223976805
"323",760.554786322119,32.418078174248,25828.3866399,26000,111.739372777007
"324",756.288150856198,32.7824948915397,25817.59502277,26000,126.128069184308
"325",752.012081248074,32.4690457836781,24250.1126351633,25667,141.53091973575
"326",747.886337014613,31.1889908216944,24699.31369805,25667,154.40373036332
"327",744.200759866522,30.0989142023751,24939.42717911,25667,165.036422413787
"328",741.040291201793,28.7826325911827,25716.42361221,25667,173.158897750304
"329",738.295339281209,27.0645039102404,25885.04262981,25667,178.9913159898
"330",735.393259351702,25.2351591383746,25880.99577339,25667,184.690280992994
"331",732.442326581656,23.6453740593962,25797.36074066,25667,190.520721371553
"332",729.652210385125,22.1649499977805,26258.70237281,26000,195.178323062691
"333",726.555900742114,20.806258383309,25887.74053409,26000,199.314123272534
"334",723.753214688418,19.9548869468014,25990.2608967933,26000,202.526905100909
"335",720.772465708244,19.5685711553529,26873.82454902,26000,206.794418321542
"336",718.336236951547,19.3829945123906,27598.2118486267,26000,209.717224563515
"337",715.844217075262,19.4109771049112,27580.6754707967,26000,212.322466674934
"338",713.211884916487,19.380596498098,27356.7494154233,26000,214.764093758208
"339",710.548758332338,19.511974420833,27193.5262063867,26000,217.183933922358
"340",707.631328115772,19.6901524117794,26945.31901248,26000,219.845805002709
"341",704.773736126483,19.8451869715935,26814.47065482,26000,222.093575850113
"342",701.911259784363,19.9936387512196,26757.81466491,26000,223.489095671031
"343",699.063069075827,20.0993800853904,26830.6580805133,26000,224.574428389443
"344",696.209786155856,20.1620283043514,26837.4028412167,26000,224.708741368539
"345",693.319892666947,20.2642985192475,26417.8787254267,26000,224.811994065718
"346",690.462790932031,20.3250008133373,25910.67272049,26000,225.095277257065
"347",687.6706842701,20.3505878250685,25724.51732506,26000,224.779894796931
"348",684.826851309624,20.411550897668,25748.7984635867,26000,224.354130772079
"349",682.19166322712,20.4709360245549,25771.73064998,26000,223.40260197018
"350",678.904846322439,20.5597681345734,25794.6628363733,26000,223.318209284543
"351",675.857209631061,20.6153229179811,25786.56912353,26000,221.936496169916
"352",673.027131805162,20.6373101537868,25764.9858892767,26000,217.797574073815
"353",669.709186387628,20.71502296218,25766.33484142,26000,213.448911395025
"354",666.747043441187,20.7856985955398,25775.7775064033,26000,208.302883566386
"355",663.519929610683,20.8304064568141,25728.56418148,26000,201.969382339882
"356",660.02612557891,20.8711037492201,25515.42974323,26000,194.840854956793
"357",656.651841936902,20.9327945170694,25419.6541412367,26000,187.119769712788
"358",653.846146530642,20.9633377851458,25724.5173250567,26000,181.297995984134
"359",651.395221418581,20.9828498928161,26072.54697738,26000,176.527203676774
"360",649.323312158131,20.9732273928901,26578.4040301833,26000,172.11326256379
"361",647.141484517005,20.9599168186672,26821.2154155267,26000,167.858162679483
"362",644.614205450398,21.0591463127652,26784.7937077233,26000,162.610376535354
"363",641.751564317196,21.0316892092145,26485.32633247,26000,156.508819607738
"364",639.050628637809,21.0550225313874,26224.97856929,26000,150.680307582749
"365",635.874163286744,21.0499971806806,26168.3225793767,26000,143.963452211352
"366",632.933027157497,21.079424058534,26393.5975868933,26000,139.14443734641
"367",629.884036360437,21.1509749130699,26595.9404080133,26000,136.597629549281
"370",617.038411528546,30.0853130622116,26900.264010978,26000,176.438147480898
"371",617.3636335939,27.8714937611292,25964.63080612,26000,170.323557574943
"372",617.592691184719,25.6702428173626,26070.658444386,26000,164.522288630192
"373",617.794051886213,23.5150293980375,27930.59365612,26000,159.313476105585
"374",617.442474481091,21.4937424589902,26423.544324418,26000,156.605725502934
"375",617.437159994992,19.1778800233559,25126.931526684,26000,152.389769360781
"376",617.477592131074,17.1439439805747,23455.57982423,26000,148.776655035859
"377",619.597321775553,15.610004052147,21522.5314064633,26000,141.874016802815
"378",619.80291372447,14.7644644553967,22719.0519553533,26000,140.573201713694
"379",619.611157801544,12.3636435203915,23110.2480761867,26000,138.913287434283
"380",619.060462863133,10.0000222524267,23270.7733809433,26000,139.101436229806
"381",618.155075216784,7.48111627277585,23517.6316227067,26000,140.895466202167
"382",616.225854665634,4.97951969379704,25035.2027811067,26000,144.938311484921
"383",613.654944662607,3.18611849822044,25193.03018158,26000,149.039519514484
"384",611.470453304009,2.04101773905835,25550.5024988933,26000,151.526982894047
"385",609.109695573661,0.599567807562657,25944.3965240033,26000,153.294838371931
"386",606.224352959609,0.0166730831927892,26265.4471335167,26000,155.102571981382
"387",603.4034011741,0,26299.1709370367,26000,156.590498487554
"388",600.137312112242,0.227586546726361,26386.85282619,25333,158.701925659843
"389",597.151130334383,0.307303933939894,25492.49755684,25333,160.275058223971
"390",594.41253555777,0.496384395639626,25404.8156676833,25333,161.266338326963
"391",591.11105508063,0.647145617741988,25814.89711849,25333,161.967733403207
"392",588.1421396296,0.718831319157409,25360.3002470433,25333,162.637837820604
"393",585.406584556718,0.739681862235664,25350.8575820533,25333,163.007235158395
"394",582.257472253844,0.775640157408382,25383.23243343,25333,163.375194808032
"395",579.240246173837,0.759139670646733,25416.95623695,25333,164.089369427856
"396",576.339021092868,0.74943022621637,25426.3989019367,25333,164.942297606223
"397",573.377795327882,0.488066794037204,25438.5394712067,25333,165.521354743875
"398",570.507141434668,0.709499723835158,25488.4507004133,25333,166.615227330005
"399",567.451204976947,0.619299758714241,25510.03393467,25000,168.248924204469
"400",564.539427058539,0.65313131430564,24631.86609101,25000,170.735139449148
"401",561.717972856824,0.319862741896877,24835.55786427,25000,173.723861882842
"402",558.649350019595,0.182744411392601,24840.95367283,25000,177.603027717974
"403",555.702350417437,0.572940082293499,24800.4851086067,25000,181.24825033283
