"","Group.1","X","Y","AppliedRate","SWATHWIDTH","DISTANCE","Heading","ControlRate","TargetRate","Elevation","Variety"
"5238","2018-05-20T20:59:50.300Z",-97.6049160459176,44.0852898021022,27405.31169249,2.5,7.97804009,179.61834204,27500.14789776,27498.38939021,1500.78993429,"4296 VT2P"
"5239","2018-05-20T20:59:51.299Z",-97.6049161066379,44.0852680085919,27453.87396956,2.5,7.94523169,179.46834204,27500.14789776,27498.38939021,1500.78665345,"4296 VT2P"
"5240","2018-05-20T20:59:52.299Z",-97.60491589358,44.085246310806,27457.92082598,2.5,7.91242329,179.89834204,27500.14789776,27498.38939021,1500.51762458,"4296 VT2P"
"5241","2018-05-20T20:59:53.300Z",-97.6049152879227,44.0852246074855,27386.4263625233,2.5,7.91242329,180.24834204,27500.14789776,27498.38939021,1500.45528862,"4296 VT2P"
"5242","2018-05-20T20:59:54.299Z",-97.6049153736758,44.0852030439152,27387.77531466,2.5,7.87961489,179.87834204,27500.14789776,27498.38939021,1500.38639099,"4296 VT2P"
"5243","2018-05-20T20:59:55.299Z",-97.6049153615427,44.0851815145352,27410.7075010567,2.5,7.84680649,179.48834204,27500.14789776,27498.38939021,1500.16985555,"4296 VT2P"
"5244","2018-05-20T20:59:56.300Z",-97.6049152386493,44.0851598070378,27372.9368411133,2.5,7.91242329,179.25834204,27500.14789776,27498.38939021,1500.19610227,"4296 VT2P"
"5245","2018-05-20T20:59:57.299Z",-97.6049149097833,44.0851384236731,27370.23893683,2.5,7.7811897,179.43834204,27500.14789776,27498.38939021,1499.98284768,"4296 VT2P"
"5246","2018-05-20T20:59:58.299Z",-97.6049142770106,44.0851163942774,27323.0256119033,2.5,8.04365689,179.80834204,27500.14789776,27498.38939021,1499.9598818,"4296 VT2P"
"5247","2018-05-20T20:59:59.300Z",-97.6049138779166,44.0850947699716,27381.03055396,2.5,7.87961489,180.03834204,27500.14789776,27498.38939021,1499.77287393,"4296 VT2P"
"5248","2018-05-20T21:00:00.299Z",-97.6049137097249,44.0850736269692,27440.3844481567,2.5,7.7155729,179.86834204,27500.14789776,27498.38939021,1499.80896316,"4296 VT2P"
"5249","2018-05-20T21:00:01.299Z",-97.6049138684478,44.085052356476,27434.98863959,2.5,7.7483813,179.50834204,27500.14789776,27498.38939021,1499.72038049,"4296 VT2P"
"5250","2018-05-20T21:00:02.300Z",-97.604913569265,44.0850311529015,27434.9886395933,2.5,7.7483813,179.33834204,27500.14789776,27498.38939021,1499.74006553,"4296 VT2P"
"5251","2018-05-20T21:00:03.299Z",-97.6049137428326,44.0850100096992,27460.6187302633,2.5,7.7155729,179.42834204,27500.14789776,27498.38939021,1499.63179781,"4296 VT2P"
"5252","2018-05-20T21:00:04.299Z",-97.6049125765393,44.084988315439,27429.5928310267,2.5,7.91242329,180.11834204,27500.14789776,27498.38939021,1499.62523613,"4296 VT2P"
"5253","2018-05-20T21:00:05.300Z",-97.6049126950132,44.0849672970989,27403.96274035,2.5,7.6827645,180.01834204,27500.14789776,27498.38939021,1499.52681093,"4296 VT2P"
"5254","2018-05-20T21:00:06.299Z",-97.604912230966,44.0849459080358,27424.1970224633,2.5,7.81399809,180.02834204,27500.14789776,27498.38939021,1499.53665345,"4296 VT2P"
"5255","2018-05-20T21:00:07.299Z",-97.6049126991132,44.0849244512479,27475.4572038133,2.5,7.81399809,179.57834204,27500.14789776,27498.38939021,1499.4579133,"4296 VT2P"
"5256","2018-05-20T21:00:08.300Z",-97.6049123057301,44.0849030729487,27487.59777308,2.5,7.81399809,179.65834204,27500.14789776,27498.38939021,1499.4415091,"4296 VT2P"
"5257","2018-05-20T21:00:09.299Z",-97.6049120190656,44.0848818492129,27466.01453883,2.5,7.7483813,179.58834204,27500.14789776,27498.38939021,1499.4743175,"4296 VT2P"
"5258","2018-05-20T21:00:10.299Z",-97.6049117256895,44.0848609226208,27486.24882094,2.5,7.6499561,179.45834204,27500.14789776,27498.38939021,1499.4579133,"4296 VT2P"
"5259","2018-05-20T21:00:11.300Z",-97.60491113097,44.0848398751408,27475.4572038167,2.5,7.6827645,179.60834204,27500.14789776,27498.38939021,1499.4743175,"4296 VT2P"
"5260","2018-05-20T21:00:12.299Z",-97.6049106008708,44.0848198231271,27441.7334002933,2.5,7.32187211,179.83834204,27500.14789776,27498.38939021,1499.53665345,"4296 VT2P"
"5261","2018-05-20T21:00:13.299Z",-97.6049101203475,44.0847977185236,27418.8012139,2.5,8.07646529,179.94834204,27500.14789776,27498.38939021,1499.64492117,"4296 VT2P"
"5262","2018-05-20T21:00:14.299Z",-97.6049095133001,44.084776502465,27409.3585489167,2.5,7.7483813,179.95834204,27500.14789776,27498.38939021,1499.63835949,"4296 VT2P"
"5263","2018-05-20T21:00:15.299Z",-97.6049095643955,44.0847546405817,27471.41034739,2.5,7.97804009,179.93834204,27500.14789776,27498.38939021,1499.55633849,"4296 VT2P"
"5264","2018-05-20T21:00:16.299Z",-97.6049087368263,44.0847330798434,27484.8998688,2.5,7.87961489,180.05834204,27500.14789776,27498.38939021,1499.42182406,"4296 VT2P"
